r2_mean,r2_std,mae_mean,mae_std,n_train,n_test,probe_type,property,t,t_convention,input_variant
0.4478000164031982,0.04347146938205627,0.5717906713485718,0.01690373539926467,9459,2364,mlp,camsol_intrinsic,0.5,"code (0=noise, 1=clean)",latent_only
0.38446037769317626,0.037964524443091716,0.6055301427841187,0.020257295239914208,9459,2364,knn,camsol_intrinsic,0.5,"code (0=noise, 1=clean)",latent_only
0.45731093896038644,0.04210408267426121,0.5670864358063541,0.016347106104946107,9459,2364,linear,camsol_intrinsic,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
0.4403922915458679,0.045753197332324046,0.576752531528473,0.016616354608243938,9459,2364,mlp,camsol_intrinsic,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
0.3547624945640564,0.03360789302496859,0.6234619140625,0.01994090335018117,9459,2364,knn,camsol_intrinsic,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
0.6974498369560436,0.034927728447818066,0.42375659184976716,0.010878978481227345,9459,2364,linear,camsol_intrinsic,0.8,"code (0=noise, 1=clean)",latent_only
0.6839881896972656,0.0311408940415451,0.43407473564147947,0.010923299233295533,9459,2364,mlp,camsol_intrinsic,0.8,"code (0=noise, 1=clean)",latent_only
0.6194126605987549,0.03395062829886559,0.4777051568031311,0.009771757372181172,9459,2364,knn,camsol_intrinsic,0.8,"code (0=noise, 1=clean)",latent_only
0.6970746800449985,0.03499767157618676,0.42409977402624544,0.010991550000972756,9459,2364,linear,camsol_intrinsic,0.8,"code (0=noise, 1=clean)",latent_plus_backbone
0.6202723145484924,0.039309100882496464,0.4741598546504974,0.019856712582880888,9459,2364,mlp,camsol_intrinsic,0.8,"code (0=noise, 1=clean)",latent_plus_backbone
0.5627091884613037,0.032805906344476915,0.508746612071991,0.015271469820957109,9459,2364,knn,camsol_intrinsic,0.8,"code (0=noise, 1=clean)",latent_plus_backbone
0.7265615153418528,0.038769024873703255,0.40174453347960215,0.01869352876906029,1182,295,linear,camsol_intrinsic,1.0,"code (0=noise, 1=clean)",latent_only
0.7137905716896057,0.03551614021733253,0.4132109940052032,0.013672658803575542,1182,295,mlp,camsol_intrinsic,1.0,"code (0=noise, 1=clean)",latent_only
0.6757699966430664,0.022871798250848247,0.4406082272529602,0.014344318585222851,1182,295,knn,camsol_intrinsic,1.0,"code (0=noise, 1=clean)",latent_only
0.7262865566188199,0.03886999792369382,0.40220563114182317,0.0188625192985125,1182,295,linear,camsol_intrinsic,1.0,"code (0=noise, 1=clean)",latent_plus_backbone
0.7029375553131103,0.028372028525688986,0.419171416759491,0.015804326860107517,1182,295,mlp,camsol_intrinsic,1.0,"code (0=noise, 1=clean)",latent_plus_backbone
0.6455580472946167,0.014226426060279332,0.4608481407165527,0.01961758599501946,1182,295,knn,camsol_intrinsic,1.0,"code (0=noise, 1=clean)",latent_plus_backbone
0.165530935791323,0.016492943151628074,0.6975975862777354,0.024633577319147282,9459,2364,linear,tango,0.3,"code (0=noise, 1=clean)",latent_only
0.15638082027435302,0.016179839902021306,0.7013753414154053,0.024778506560577725,9459,2364,mlp,tango,0.3,"code (0=noise, 1=clean)",latent_only
0.07711308002471924,0.01910483842968281,0.7343863606452942,0.029072275076008996,9459,2364,knn,tango,0.3,"code (0=noise, 1=clean)",latent_only
0.1641925870252907,0.017534338390061324,0.6980857457908682,0.0246508055978473,9459,2364,linear,tango,0.3,"code (0=noise, 1=clean)",latent_plus_backbone
0.14805587530136108,0.020156660246946317,0.7055076837539673,0.024912879821686235,9459,2364,mlp,tango,0.3,"code (0=noise, 1=clean)",latent_plus_backbone
0.05957515239715576,0.025545593672048544,0.7390878677368165,0.024768486116442966,9459,2364,knn,tango,0.3,"code (0=noise, 1=clean)",latent_plus_backbone
0.4481763363001476,0.03692218565013689,0.5672338190856759,0.016408524150273,9459,2364,linear,tango,0.5,"code (0=noise, 1=clean)",latent_only
0.43867863416671754,0.03796293493621992,0.5720012068748475,0.016412054844139125,9459,2364,mlp,tango,0.5,"code (0=noise, 1=clean)",latent_only
0.3778201103210449,0.031165580443562116,0.6016152858734131,0.014579311380715615,9459,2364,knn,tango,0.5,"code (0=noise, 1=clean)",latent_only
0.44687479419665593,0.0378303397851646,0.5679959635346097,0.016615997265314663,9459,2364,linear,tango,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
0.4292166233062744,0.03460002977161852,0.5770800590515137,0.012840879854924717,9459,2364,mlp,tango,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
0.35251139402389525,0.02816625779762009,0.6144787549972535,0.01733614061494641,9459,2364,knn,tango,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
